trip_id,rider_rating_for_driver,driver_rating_for_rider
83594,3.7,4.9
83595,4.0,4.4
83596,4.6,3.9
83597,3.0,3.7
83598,3.5,3.8
83599,4.4,4.8
83600,3.4,4.7
83601,3.2,4.8
83602,4.2,4.2
83605,3.4,4.5
83606,3.4,3.7
83608,4.0,3.9
83609,4.1,4.6
83610,4.0,3.9
83611,4.7,4.0
83612,3.1,4.1
83613,3.3,4.3
83615,3.6,3.7
83616,3.8,4.6
83617,3.1,3.5
83620,3.3,5.0
83621,4.4,3.8
83623,3.9,3.8
83625,4.9,4.2
83626,3.7,4.0
83628,4.9,3.7
83629,4.2,3.8
83631,3.5,3.7
83632,3.0,4.0
83633,4.9,4.8
83634,4.4,3.9
83635,4.2,4.4
83636,3.6,3.5
83637,4.0,4.4
83639,3.0,3.5
83640,4.1,3.8
83641,3.5,4.8
83642,4.3,4.3
83644,3.0,4.3
83645,4.9,3.9
83646,4.6,4.3
83648,5.0,3.6
83649,3.4,4.0
83650,3.6,4.1
83651,3.6,3.8
83652,3.1,3.9
83653,4.5,4.8
83654,3.6,3.6
83655,3.9,4.7
83656,4.1,3.6
83657,4.3,4.4
83660,4.0,4.0
83661,3.2,4.7
83664,4.1,4.0
83665,3.1,4.9
83666,3.5,4.7
83667,4.6,4.5
83668,3.7,3.9
83669,4.6,4.5
83670,3.7,4.2
83671,3.1,4.8
83672,3.7,4.3
83673,4.2,3.5
83674,4.1,3.8
83675,4.7,4.7
83676,4.4,5.0
83677,3.9,3.6
83678,4.5,3.6
83680,3.3,3.8
83681,4.0,4.1
83682,3.4,3.9
83683,4.4,3.7
83684,3.6,4.5
83685,4.6,3.6
83686,3.5,3.6
83689,4.8,3.7
83691,4.2,5.0
83692,4.1,4.3
83693,5.0,3.8
83694,3.4,4.3
83695,3.5,3.9
83697,4.7,3.9
83698,4.4,3.9
83699,4.3,4.5
83701,4.7,4.5
83702,4.9,4.6
83703,4.2,4.9
83704,3.5,3.8
83705,3.5,4.3
83706,4.8,5.0
83707,3.3,4.5
83708,3.8,4.3
83709,3.3,3.9
83710,4.4,4.2
83712,4.3,4.4
83713,4.8,3.5
83715,3.8,4.4
83716,3.5,4.5
83717,3.7,3.6
83718,4.4,4.1
83722,3.2,4.2
83723,3.2,4.6
83724,4.9,4.6
83725,3.2,4.1
83726,4.9,4.0
83727,4.5,3.6
83728,4.0,3.9
83729,3.1,4.3
83730,3.9,4.6
83731,4.8,3.7
83732,4.3,4.7
83735,3.7,4.5
83737,4.0,5.0
83738,4.2,4.3
83740,3.5,3.5
83741,4.5,4.0
83742,4.3,4.3
83744,4.3,4.5
83746,4.5,4.8
83748,4.5,4.8
83749,4.0,3.8
83750,4.7,3.8
83751,4.0,4.1
83752,3.7,4.3
83753,3.6,4.1
83755,3.2,3.6
83756,4.5,3.8
83757,3.1,3.8
83758,4.6,4.8
83759,4.7,4.4
83760,4.3,3.6
83761,3.5,3.7
83762,3.4,4.9
83763,3.1,4.4
83764,4.8,4.4
83765,4.0,4.2
83767,3.8,4.2
83768,5.0,4.5
83769,3.2,4.6
83770,4.6,3.8
83771,4.7,3.9
83772,4.6,4.3
83773,4.7,4.0
83774,3.6,3.6
83775,4.9,4.5
83776,4.8,4.4
83778,4.3,4.0
83779,4.8,4.8
83780,4.7,4.6
83781,4.6,3.5
83782,3.2,4.8
83785,4.1,4.2
83786,3.7,4.3
83787,3.4,4.6
83788,4.2,4.9
83789,4.3,3.7
83790,3.7,4.2
83791,4.2,4.9
83792,4.6,4.3
83793,4.4,4.8
83795,3.6,4.9
83796,5.0,4.2
83799,4.7,4.5
83800,4.5,3.8
83801,5.0,3.6
83802,4.7,4.6
83803,4.5,4.9
83805,4.7,4.7
83806,3.2,3.5
83807,4.2,3.8
83809,3.6,4.0
83810,4.0,4.1
83812,4.7,4.8
83813,3.6,4.8
83815,3.2,4.0
83816,3.1,4.1
83817,3.6,3.8
83818,3.5,4.7
83820,3.0,4.2
83821,3.7,3.5
83822,4.2,4.3
83823,3.9,4.1
83824,3.1,3.6
83825,3.3,4.7
83826,3.8,3.6
83827,4.6,4.0
83828,4.1,4.9
83829,4.1,4.9
83830,4.0,5.0
83831,4.8,4.7
83832,4.5,4.7
83837,4.5,4.7
83838,4.9,3.6
83839,3.0,4.6
83842,4.1,4.2
83843,3.4,4.5
83845,5.0,4.9
83846,3.5,4.5
83847,3.2,3.8
83848,3.1,3.6
83849,4.3,4.1
83850,3.0,3.7
83852,3.1,4.9
83853,3.5,4.6
83854,4.4,4.5
83855,4.3,3.8
83857,3.7,3.8
83858,3.5,4.5
83860,4.8,3.8
83861,3.9,4.7
83862,3.3,3.6
83863,3.6,4.4
83865,3.7,4.2
83867,4.0,4.3
83868,4.3,3.6
83869,4.0,4.6
83870,3.3,3.7
83871,4.4,3.5
83872,3.1,3.6
83873,4.1,4.2
83876,3.8,4.6
83878,3.4,5.0
83880,4.5,4.9
83882,3.7,4.7
83883,4.0,5.0
83884,4.4,5.0
83885,4.7,4.9
83887,3.3,4.5
83890,3.8,4.9
83891,3.2,3.8
83892,3.1,3.7
83894,4.1,4.1
83896,4.2,4.0
83900,3.3,3.6
83901,3.3,3.9
83902,4.3,3.8
83903,4.7,3.7
83904,5.0,4.2
83905,3.6,3.8
83906,4.8,4.0
83907,4.5,4.7
83908,3.1,4.6
83909,3.6,4.4
83910,3.9,4.4
83911,3.7,4.0
83912,4.8,3.8
83913,4.8,4.3
83914,3.7,4.0
83915,3.8,3.6
83916,4.6,4.8
83917,3.3,4.1
83918,3.2,4.6
83919,4.5,4.0
83920,4.1,4.8
83921,3.4,4.1
83922,4.7,4.7
83924,3.8,3.6
83925,4.2,4.5
83926,5.0,4.5
83928,4.9,4.7
83929,3.2,4.0
83930,4.5,3.5
83931,4.5,3.6
83933,4.7,3.8
83934,4.8,3.8
83935,4.6,3.7
83936,4.0,4.4
83938,4.0,4.2
83939,4.5,4.6
83940,4.1,4.8
83942,3.1,4.1
83943,3.4,4.1
83944,3.2,4.8
83945,3.2,4.1
83946,3.8,4.2
83947,3.3,4.4
83949,3.9,4.1
83950,4.8,3.7
83952,3.8,4.6
83953,4.0,4.0
83954,3.2,3.7
83955,4.8,4.7
83956,4.6,4.8
83957,3.9,4.1
83958,4.0,4.7
83959,4.9,4.7
83960,3.8,4.1
83962,3.2,4.7
83963,4.2,3.8
83965,3.7,3.8
83966,3.7,4.2
83967,4.8,4.0
83968,4.3,3.9
83969,4.4,4.4
83970,4.4,3.6
83972,4.3,3.8
83973,4.9,4.7
83974,3.5,4.4
83975,3.9,3.9
83976,4.4,4.5
83977,3.3,4.4
83979,3.5,5.0
83980,3.6,4.8
83981,3.8,4.5
83982,3.7,4.6
83983,3.1,3.5
83984,3.7,3.7
83985,3.4,4.1
83986,3.2,3.7
83988,3.5,4.4
83989,3.5,4.5
83991,3.3,4.5
83992,3.3,3.5
83993,4.4,3.6
83994,5.0,4.9
83996,3.1,4.7
83997,4.0,4.9
83998,3.3,4.1
83999,3.3,4.8
84000,3.3,4.1
84001,4.3,3.8
84002,3.2,3.9
84003,4.1,4.6
84004,3.5,4.0
84005,4.9,4.1
84007,4.0,4.3
84008,4.6,4.3
84009,4.9,4.6
84012,3.6,3.8
84013,3.0,4.9
84015,5.0,4.1
84016,3.3,3.7
84017,3.9,3.9
84018,3.9,4.9
84019,3.3,4.2
84020,4.0,3.6
84021,4.5,3.6
84022,3.8,3.8
84024,3.2,3.8
84026,4.2,4.0
84027,4.9,4.1
84028,3.2,3.7
84029,3.5,4.2
84030,4.9,4.1
84031,4.2,4.2
84032,4.0,4.8
84033,3.6,3.7
84035,4.2,4.9
84036,4.0,3.9
84037,4.2,4.0
84038,3.4,4.1
84039,4.0,4.1
84040,3.2,4.3
84041,3.9,3.8
84042,3.3,4.9
84044,3.4,3.5
84045,4.1,4.8
84046,4.7,3.7
84048,3.9,3.7
84049,4.4,4.8
84050,3.8,4.0
84051,3.0,3.8
84052,4.6,4.0
84053,4.8,4.2
84054,3.6,3.9
84055,5.0,4.5
84057,3.1,4.3
84058,3.4,4.5
84059,4.4,4.6
84061,4.4,4.0
84063,4.9,3.6
84064,4.6,4.3
84065,3.4,4.4
84067,3.5,4.7
84068,3.2,4.9
84069,3.6,3.7
84070,4.0,4.5
84071,3.5,4.1
84072,4.4,3.9
84073,4.8,3.6
84074,3.4,3.6
84075,4.9,3.7
84076,4.9,4.3
84078,3.7,3.6
84080,4.1,4.0
84081,4.4,4.9
84083,4.7,3.5
84084,3.4,4.8
84085,4.3,4.0
84086,4.6,4.9
84087,3.7,4.3
84090,4.7,3.8
84091,4.3,4.7
84092,4.0,4.7
84093,3.3,4.0
84094,4.9,4.5
84095,3.3,4.6
84096,4.4,4.0
84097,3.1,4.8
84098,3.4,3.6
84099,4.4,4.1
84100,3.9,4.3
84101,4.9,4.5
84102,4.0,4.3
84103,3.6,4.8
84105,5.0,3.6
84106,3.3,3.7
84109,3.6,4.1
84110,4.8,4.0
84111,4.7,4.2
84112,4.2,3.9
84113,3.3,4.8
84115,4.1,4.6
84116,4.3,3.8
84117,3.7,3.9
84118,4.9,4.5
84120,3.5,4.5
84121,3.4,4.0
84122,3.8,4.3
84123,3.3,3.5
84124,4.2,4.1
84126,3.1,4.6
84127,3.1,4.6
84128,3.4,4.5
84129,3.3,3.8
84130,3.0,4.0
84131,4.2,3.9
84132,4.2,5.0
84134,4.9,3.9
84135,3.0,4.4
84137,3.2,4.4
84138,3.8,4.1
84139,3.7,4.7
84142,4.1,4.8
84144,3.5,3.6
84145,4.1,4.8
84148,4.7,4.1
84149,4.1,3.6
84150,4.5,4.0
84151,4.3,4.7
84152,4.7,4.6
84154,3.3,4.0
84156,3.3,3.9
84157,4.8,3.8
84158,4.7,4.5
84159,3.3,4.7
84160,3.3,3.8
84161,4.7,4.7
84162,4.9,4.2
84163,4.1,3.6
84165,4.0,3.7
84166,3.4,4.2
84167,3.1,4.1
84168,3.6,4.3
84169,4.9,5.0
84170,4.4,4.0
84171,3.2,3.9
84172,3.1,4.3
84173,4.5,4.3
84174,3.7,4.7
84175,5.0,4.3
84176,4.0,4.1
84177,3.7,4.1
84178,3.5,4.3
84179,4.5,3.8
84181,3.9,4.9
84182,4.4,4.4
84183,4.2,4.5
84184,4.9,4.0
84185,3.0,4.9
84186,4.3,3.7
84187,3.9,4.0
84188,4.6,4.5
84190,4.4,4.6
84191,3.8,3.6
84193,3.7,3.6
84194,3.1,4.2
84197,5.0,3.7
84199,4.5,4.8
84200,3.3,4.8
84203,4.1,4.2
84204,4.8,4.6
84206,3.3,3.9
84207,4.7,4.3
84208,4.4,4.0
84209,3.6,4.5
84210,3.4,4.7
84211,4.3,3.9
84213,3.9,3.6
84214,3.6,4.3
84217,4.7,4.1
84220,5.0,3.6
84222,4.1,4.3
84223,3.2,3.8
84224,3.3,4.7
84226,4.6,4.2
84227,4.9,4.4
84228,3.2,3.9
84229,3.3,4.2
84233,4.8,4.9
84234,4.0,4.7
84235,4.9,4.1
84236,3.8,3.7
84237,3.4,3.9
84240,3.2,4.0
84241,4.1,4.1
84242,4.2,4.7
84243,4.0,3.6
84244,4.2,4.5
84247,4.5,4.7
84248,4.2,5.0
84249,4.5,4.9
84250,4.2,3.6
84251,4.9,4.1
84252,4.3,4.4
84253,4.5,4.3
84254,3.7,4.4
84256,3.5,4.3
84257,4.0,3.7
84258,4.4,4.1
84262,3.2,4.0
84263,4.4,4.9
84264,4.2,4.6
84265,4.6,4.5
84266,4.9,3.7
84267,3.9,4.8
84268,3.1,3.9
84269,4.5,4.3
84270,3.2,4.9
84271,3.5,4.7
84272,4.3,4.6
84273,3.4,3.8
84274,4.8,4.7
84275,3.2,3.9
84276,4.2,3.8
84277,4.6,4.3
84279,4.1,4.8
84280,3.1,3.8
84282,4.3,3.6
84283,5.0,4.6
84284,4.8,3.9
84285,4.6,3.6
84286,3.4,3.6
84287,4.8,4.1
84289,4.1,4.7
84290,4.4,4.5
84292,3.9,4.2
84295,3.6,4.4
84296,4.2,4.2
84297,3.8,4.2
84299,4.8,3.7
84301,3.4,4.0
84302,4.9,4.0
84303,4.0,4.3
84304,3.2,3.9
84305,4.4,4.9
84307,3.2,4.7
84308,4.6,4.8
84309,3.7,3.7
84311,4.3,3.8
84312,4.2,4.4
84313,3.6,4.5
84314,3.6,3.7
84315,5.0,5.0
84316,4.2,4.8
84317,4.8,4.9
84318,3.5,5.0
84319,4.5,4.3
84323,3.6,3.6
84325,3.2,3.7
84326,4.3,4.4
84327,3.7,4.7
84328,3.2,4.4
84329,4.0,4.1
84330,3.8,4.9
84331,3.5,4.9
84332,3.2,4.5
84334,4.2,4.6
84335,3.3,4.9
84336,4.6,4.0
84337,3.0,4.2
84338,4.7,4.7
84339,3.5,4.9
84340,4.2,4.1
84341,4.2,4.6
84342,3.6,4.3
84343,4.2,4.5
84344,3.9,4.3
84345,4.4,3.7
84346,3.7,4.0
84347,3.8,3.7
84348,4.5,4.4
84349,3.1,4.3
84350,4.9,5.0
84351,3.7,3.9
84352,4.9,4.4
84353,3.6,4.4
84354,4.6,4.5
84355,3.3,3.9
84356,4.5,3.6
84357,4.1,4.7
84358,4.2,3.8
84359,4.7,4.8
84361,3.9,3.7
84362,4.4,4.5
84363,3.2,4.7
84366,4.9,3.9
84367,4.0,4.6
84368,4.7,4.2
84369,3.1,4.5
84370,3.3,5.0
84371,4.3,4.7
84373,3.6,4.9
84374,4.5,4.2
84376,4.6,4.2
84379,4.4,3.8
84380,4.2,4.6
84381,4.2,5.0
84382,4.8,3.7
84383,4.8,4.2
84385,4.3,4.3
84386,3.7,4.7
84387,3.3,4.7
84388,4.3,4.1
84390,3.8,4.9
84391,3.9,3.9
84392,3.9,4.2
84393,3.8,4.3
84394,4.7,3.7
84395,3.2,4.3
84397,4.0,4.0
84398,3.7,4.7
84399,4.5,4.2
84400,3.5,4.7
84401,3.9,4.8
84402,4.6,3.7
84403,3.8,4.2
84404,3.6,3.5
84405,4.4,3.6
84406,3.9,4.3
84408,4.2,3.8
84410,3.7,4.4
84411,4.3,4.0
84412,4.3,5.0
84413,3.9,4.7
84414,3.4,4.3
84415,3.6,4.9
84416,3.7,4.4
84417,4.0,3.7
84421,4.9,4.7
84422,3.1,4.5
84423,3.4,3.8
84424,3.0,4.4
84425,4.3,4.4
84426,3.5,3.6
84427,5.0,3.9
84428,3.4,4.7
84429,3.9,4.2
84430,3.6,3.7
84431,3.5,4.8
84433,4.9,4.5
84434,4.8,4.1
84435,3.0,4.3
84438,3.7,4.4
84440,4.3,3.9
84441,3.9,4.6
84442,5.0,4.6
84443,4.4,3.6
84444,4.2,4.9
84445,3.8,4.8
84446,3.3,3.9
84447,4.4,3.7
84448,3.1,4.6
84449,4.9,4.4
84450,3.8,4.5
84451,4.1,4.6
84453,3.8,4.0
84454,3.7,4.8
84455,5.0,4.7
84456,4.1,4.1
84457,4.8,3.9
84458,3.4,3.7
84460,4.1,4.0
84461,4.0,4.5
84462,3.8,4.1
84463,4.0,4.4
84464,3.5,3.7
84465,4.6,4.2
84467,4.2,4.0
84468,3.2,4.4
84469,4.0,4.5
84470,4.9,4.0
84471,4.9,3.9
84472,5.0,4.4
84473,3.4,4.6
84474,4.6,4.6
84476,4.2,4.6
84477,4.5,3.7
84479,4.3,4.4
84481,3.5,3.5
84482,3.2,4.6
84483,4.0,3.9
84484,3.8,4.8
84485,3.8,4.6
84486,4.2,3.9
84487,4.5,4.6
84488,4.5,4.8
84490,4.0,4.9
84492,4.1,4.9
84493,4.2,3.9
84494,4.5,3.5
84495,4.8,4.9
84496,4.1,3.7
84498,4.7,4.2
84499,4.9,4.6
84500,3.4,3.7
84503,3.9,4.9
84504,3.7,4.6
84505,3.3,4.8
84506,3.5,4.6
84507,3.8,4.3
84508,4.0,4.1
84509,4.0,4.5
84510,3.7,4.2
84511,4.9,4.6
84512,3.1,3.7
84513,4.5,3.6
84514,4.8,4.1
84515,4.5,3.8
84516,3.3,4.9
84517,4.7,3.6
84519,3.6,3.7
84520,3.5,4.1
84521,4.9,3.9
84522,4.0,4.3
84526,3.9,4.7
84527,3.5,3.8
84528,4.0,3.9
84529,4.0,3.7
84530,3.7,3.7
84531,3.7,3.8
84532,3.5,4.1
84534,4.5,4.3
84535,4.8,3.6
84536,4.2,4.5
84537,4.1,3.6
84539,4.5,4.4
84541,4.2,4.7
84542,3.6,4.3
84543,3.9,5.0
84544,3.8,4.1
84545,3.8,4.5
84547,4.2,3.7
84549,4.1,4.6
84552,3.1,3.7
84553,3.2,4.6
84555,3.0,4.3
84556,4.8,5.0
84558,3.8,4.1
84559,3.9,4.6
84560,3.0,4.4
84561,3.8,3.7
84562,4.4,4.8
84563,3.5,4.1
84564,4.3,4.5
84565,3.2,3.9
84566,4.1,5.0
84567,4.9,4.6
84570,4.9,4.5
84571,4.6,4.2
84573,3.9,4.6
84574,3.0,4.9
84575,4.2,5.0
84576,3.2,4.8
84578,3.4,4.2
84579,4.2,4.8
84582,3.8,4.0
84583,3.2,4.1
84584,3.4,4.5
84585,3.6,4.7
84586,4.7,4.9
84587,4.9,4.7
84588,5.0,4.0
84590,4.7,4.4
84592,4.9,4.0
84593,4.0,4.4
84594,4.0,3.6
84595,3.8,4.1
84596,3.6,3.9
84598,4.3,4.2
84599,4.6,5.0
84600,4.9,4.2
84601,4.3,4.8
84603,4.6,3.9
84604,3.6,3.6
84605,3.6,3.8
84606,3.1,4.3
84607,4.0,4.0
84608,4.3,4.3
84609,3.9,4.8
84610,3.6,3.8
84611,4.6,4.4
84612,4.3,4.1
84613,4.9,4.1
84614,3.8,4.1
84615,4.8,4.5
84616,4.9,3.8
84617,4.6,3.8
84619,4.2,3.9
84621,4.2,4.8
84622,4.9,4.7
84623,3.9,4.9
84625,4.0,4.9
84627,4.9,4.5
84628,4.8,4.8
84629,3.6,5.0
84630,4.5,4.8
84631,4.1,4.2
84632,4.4,4.1
84633,4.1,4.2
84634,3.8,4.0
84635,3.4,4.4
84636,3.6,4.3
84637,3.2,4.3
84638,3.5,4.0
84639,3.9,4.0
84640,4.0,4.3
84641,4.7,4.5
84642,3.1,4.4
84643,3.1,4.3
84644,3.6,4.8
84645,3.1,4.2
84646,3.0,4.3
84647,4.0,4.8
84648,4.1,3.9
84649,3.5,4.3
84650,4.9,4.8
84651,4.4,4.8
84652,3.2,3.7
84653,4.9,4.3
84654,4.2,4.2
84656,3.3,3.5
84657,3.2,4.6
84658,3.2,4.2
84659,4.0,3.8
84662,4.0,4.4
84664,4.7,3.5
84665,3.3,4.9
84668,3.5,4.3
84669,4.6,4.0
84671,4.0,5.0
84672,4.2,4.5
84673,3.8,4.5
84675,3.8,4.3
84676,5.0,4.4
84678,4.9,4.8
84679,4.3,5.0
84680,3.5,4.2
84681,4.6,5.0
84682,4.1,3.8
84684,4.3,4.1
84688,4.2,4.8
84690,3.1,4.8
84692,3.3,3.7
84693,3.8,4.0
84694,3.1,4.3
84695,4.4,4.3
84696,3.4,4.0
84697,4.9,4.5
84698,4.8,3.6
84700,4.2,4.4
84702,3.5,4.5
84703,4.3,3.8
84704,3.3,3.5
84705,3.9,4.1
84706,3.6,4.2
84707,3.7,4.9
84708,3.6,4.7
84710,3.6,3.7
84711,4.0,4.9
84712,3.7,3.8
84713,3.5,4.8
84714,3.4,3.8
84716,4.6,4.2
84717,3.2,4.2
84718,3.8,4.5
84719,4.5,4.1
84720,3.4,4.1
84721,3.7,3.5
84722,3.0,4.2
84723,4.5,4.9
84725,4.6,3.9
84726,4.1,4.1
84727,4.3,3.7
84729,3.4,3.6
84732,4.3,3.6
84733,4.7,4.6
84734,3.4,3.7
84735,4.5,4.7
84736,4.3,4.3
84738,3.9,4.9
84739,3.0,3.7
84741,4.6,3.6
84742,3.7,4.8
84743,3.1,4.8
84744,4.5,4.8
84745,4.8,4.1
84746,3.7,4.2
84747,4.1,5.0
84748,3.8,4.7
84749,3.6,4.4
84750,4.7,4.2
84751,3.2,4.4
84752,3.4,4.4
84753,3.3,4.8
84754,4.8,3.8
84755,4.6,4.0
84756,4.5,4.0
84757,5.0,5.0
84758,3.3,4.7
84759,3.9,4.7
84761,4.5,4.1
84763,4.4,4.3
84764,3.3,4.7
84766,4.5,4.5
84767,3.9,4.9
84768,4.7,3.6
84769,3.3,3.9
84770,4.3,3.5
84771,3.1,3.7
84773,3.3,3.9
84774,4.0,4.6
84777,3.4,4.2
84778,4.1,4.4
84780,4.4,3.5
84781,4.3,3.6
84782,4.6,4.2
84783,3.5,3.9
84785,4.9,4.0
84786,3.8,4.5
84787,3.2,4.7
84788,4.5,4.4
84789,4.3,4.7
84791,3.7,4.6
84792,4.0,4.0
84794,4.6,4.9
84795,4.5,4.5
84797,3.2,3.9
84798,3.4,5.0
84800,3.9,3.7
84801,4.0,4.7
84802,4.9,4.8
84803,3.2,4.0
84804,3.6,4.5
84805,3.9,4.6
84806,5.0,3.7
84807,4.5,4.8
84809,4.7,3.6
84811,3.7,4.5
84812,4.1,4.5
84813,4.8,4.7
84814,4.2,4.7
84815,4.6,3.8
84816,4.2,4.8
84817,4.4,4.0
84818,3.3,4.3
84819,4.3,4.3
84820,3.9,4.2
84821,3.5,4.7
84823,3.2,4.3
84824,3.4,4.3
84825,4.5,3.9
84826,4.3,4.0
84827,3.8,4.4
84828,4.2,4.1
84829,4.6,4.0
84830,4.7,4.1
84832,3.7,4.6
84833,3.8,3.7
84834,3.8,4.7
84835,3.8,4.0
84836,3.3,3.9
84837,5.0,4.8
84838,3.3,4.8
84839,3.3,4.0
84840,4.5,3.7
84841,3.3,5.0
84844,3.4,3.7
84845,3.8,4.9
84846,4.9,4.0
84847,3.3,4.4
84848,4.8,4.0
84849,4.8,4.0
84850,3.0,4.0
84851,3.5,5.0
84852,3.9,4.4
84853,3.5,4.8
84854,3.3,4.8
84855,3.9,4.1
84858,3.6,5.0
84859,3.2,4.2
84860,3.8,4.0
84862,4.7,4.1
84863,4.1,4.2
84864,4.0,4.5
84865,4.3,3.9
84867,3.5,4.8
84868,3.5,4.0
84869,3.6,4.8
84870,4.1,4.9
84871,3.7,4.0
84872,4.4,3.6
84873,3.5,3.5
84874,4.3,4.9
84875,3.0,4.4
84876,4.3,4.7
84877,4.3,4.9
84879,4.7,4.6
84880,4.4,4.7
84881,3.1,3.9
84882,4.7,4.8
84883,3.4,3.6
84884,4.1,3.9
84885,3.5,3.6
84886,3.0,4.6
84887,3.2,4.4
84888,3.3,4.8
84889,4.1,4.7
84891,4.7,3.8
84892,4.9,3.6
84893,4.8,4.9
84894,3.9,3.5
84895,4.9,4.8
84896,3.1,3.5
84898,4.6,5.0
84899,3.6,3.6
84900,4.8,3.9
84901,4.4,4.9
84902,4.5,4.6
84904,3.7,5.0
84906,3.1,3.8
84908,3.6,4.3
84909,4.1,4.0
84910,4.8,4.3
84911,4.7,4.8
84912,3.9,3.9
84913,3.1,4.8
84914,4.6,3.6
84915,4.9,3.9
84916,4.3,4.2
84917,3.2,4.9
84918,3.0,4.3
84919,4.9,4.3
84920,4.8,3.7
84921,3.2,4.7
84923,3.9,4.0
84924,3.3,4.2
84925,3.9,4.4
84926,3.6,4.3
84928,4.5,3.9
84929,4.9,4.9
84930,3.2,3.7
84931,3.9,4.7
84932,4.7,4.0
84933,4.7,3.7
84934,3.7,3.7
84935,4.1,4.3
84937,4.4,3.7
84939,5.0,3.7
84941,4.5,3.6
84943,4.5,4.7
84944,4.8,4.8
84945,4.7,4.8
84946,3.5,4.4
84948,4.7,4.3
84949,3.4,4.7
84950,3.4,4.5
84952,3.2,4.4
84953,4.3,4.9
84954,3.7,3.7
84955,3.4,4.3
84956,3.6,4.2
84957,4.2,5.0
84958,4.9,4.4
84959,3.3,4.5
84960,3.5,4.3
84961,4.4,4.4
84962,3.4,4.4
84963,4.8,4.1
84964,4.1,4.5
84965,4.2,3.9
84966,4.9,4.7
84967,4.4,3.9
84968,3.8,4.2
84969,4.3,4.9
84970,3.2,4.1
84971,4.3,4.5
84972,4.4,3.8
84974,3.3,4.6
84976,4.5,4.8
84977,3.2,3.8
84978,3.4,4.3
84979,3.9,4.8
84980,4.4,3.6
84981,4.2,4.3
84982,3.4,3.5
84983,3.1,3.5
84984,3.8,3.7
84985,4.3,3.9
84987,3.7,4.9
84988,3.7,3.7
84990,4.2,4.5
84991,4.0,3.6
84992,4.8,4.8
84993,3.8,3.9
84995,3.3,4.9
84996,3.3,4.7
84999,3.0,4.9
85001,3.5,4.8
85004,4.3,4.3
85005,3.5,4.7
85006,3.9,4.1
85007,3.1,4.2
85008,3.7,4.6
85009,4.2,4.9
85011,4.7,4.4
85012,3.4,4.8
85013,3.4,4.6
85015,4.0,3.5
85016,4.5,3.8
85017,3.9,4.2
85021,3.1,3.9
85023,4.1,4.0
85024,4.6,3.7
85025,3.3,3.5
85027,5.0,4.8
85028,3.6,4.4
85029,4.5,4.7
85030,3.1,4.2
85032,4.3,4.9
85034,4.3,4.8
85036,4.4,4.2
85037,3.8,4.8
85038,4.8,4.2
85040,3.9,4.5
85041,4.5,4.6
85042,4.3,4.8
85043,4.2,4.8
85044,4.2,3.8
85045,4.7,4.7
85047,4.9,4.4
85048,4.6,3.8
85049,4.2,4.3
85050,3.7,4.8
85051,3.8,4.5
85053,3.5,3.6
85054,3.6,4.4
85059,4.9,4.3
85061,3.7,4.0
85062,4.2,4.8
85064,3.0,4.7
85066,3.9,4.3
85067,4.7,3.7
85068,4.8,3.8
85069,4.1,3.6
85070,4.0,4.4
85072,3.1,3.8
85074,3.9,4.2
85076,3.9,4.4
85078,4.3,3.6
85080,4.2,3.8
85083,4.7,4.8
85084,3.0,4.5
85085,3.8,4.9
85086,3.5,5.0
85087,4.6,4.2
85089,4.9,4.1
85090,4.1,4.2
85091,4.5,4.4
85092,4.8,4.9
85093,3.9,3.9
85095,4.0,4.1
85096,4.5,4.9
85097,5.0,4.0
85098,4.5,4.7
85099,4.1,3.6
85100,3.3,4.9
85101,4.4,3.8
85103,4.3,3.8
85104,4.1,4.2
85105,3.8,3.9
85106,3.5,4.7
85107,4.7,4.3
85108,4.1,4.0
85109,4.5,3.7
85110,4.1,4.4
85111,5.0,4.8
85112,4.2,5.0
85113,3.1,4.6
85114,3.9,3.9
85116,4.5,4.9
85117,4.7,4.4
85118,4.6,4.9
85119,4.3,3.9
85120,3.4,4.4
85122,3.2,4.8
85123,3.7,4.8
85124,4.1,4.7
85125,4.2,3.7
85126,3.7,3.8
85127,4.1,4.2
85128,3.2,4.8
85129,4.7,5.0
85131,4.2,4.2
85132,3.2,3.7
85134,3.2,4.4
85135,4.6,4.9
85137,3.5,4.1
85138,3.5,3.8
85139,3.4,4.9
85140,3.4,4.1
85141,3.3,4.8
85142,3.8,4.8
85143,3.1,4.9
85146,4.7,4.4
85147,4.2,4.6
85148,3.6,4.5
85149,3.7,4.8
85151,4.1,4.5
85152,3.2,4.7
85153,5.0,3.6
85155,4.4,3.5
85156,3.4,4.2
85157,4.7,3.7
85158,4.2,4.8
85159,4.6,4.2
85161,4.7,4.8
85162,4.3,3.5
85163,4.3,4.9
85164,4.6,4.0
85166,4.1,4.5
85168,3.9,3.7
85169,4.4,4.1
85170,3.8,4.9
85171,3.9,4.5
85173,3.7,4.4
85174,4.7,3.7
85175,3.9,3.7
85176,4.6,4.0
85177,4.6,4.0
85178,3.0,3.8
85179,4.8,4.2
85180,4.1,3.9
85181,4.1,4.3
85182,3.7,3.7
85183,4.7,4.8
85186,3.3,3.5
85187,4.0,3.9
85189,3.5,4.8
85190,4.5,4.6
85192,3.4,4.2
85193,3.3,3.9
85194,3.4,3.5
85195,4.8,3.7
85196,3.8,3.6
85199,3.0,4.4
85200,4.5,3.9
85201,4.3,4.3
85202,3.9,4.7
85204,5.0,4.0
